Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13	Column14	Column15	Column16	Column17	Column18	Column19	Column20	Column21	Column22	Column23	Column24	Column25	Column26	Column27	Column28	Column29	Column30	Column31	Column32	Column33	Column34	Column35	Column36	Column37	Column38	Column39	Column40	Column41	Column42	Column43	Column44	Column45	Column46	Column47	Column48	Column49	Column50	Column51	Column52	Column53	Column54	Column55	Column56	Column57	Column58	Column59	Column60	Column61	Column62	Column63	Column64	Column65	Column66	Column67	Column68	Column69	Column70	Column71	Column72	Column73	Column74	Column75	Column76	Column77	Column78	Column79	Column80	Column81	Column82	Column83	Column84	Column85	Column86	Column87	Column88	Column89	Column90	Column91	Column92	Column93	Column94	Column95	Column96	Column97	Column98	Column99	Column100	Column101	Column102	Column103	Column104	Column105	Column106	Column107	Column108	Column109	Column110	Column111	Column112	Column113	Column114	Column115	Column116	Column117	Column118	Column119	Column120	Column121	Column122	Column123	Column124	Column125	Column126	Column127	Column128	Column129	Column130	Column131	Column132	Column133	Column134	Column135	Column136	Column137	Column138	Column139	Column140	Column141	Column142	Column143	Column144	Column145	Column146	Column147	Column148	Column149	Column150	Column151	Column152	Column153	Column154	Column155	Column156	Column157	Column158	Column159	Column160	Column161	Column162
31117927@N03	amien	19	20	0.95	baptist	4	4	1	beau	3	2	1.5	buttress	4	4	1	cast	15	5	3	cathedral	15	85	0.176470588	de	15	134	0.111940299	dieu	3	2	1.5	figure	4	23	0.173913043	firmin	6	1	6	france	15	60	0.25	françai	15	2	7.5	golden	2	11	0.181818182	gothic	4	26	0.153846154	img_2388	1	1	1	img_2389	1	1	1	img_2390	1	1	1	img_2391	1	1	1	img_2393	1	1	1	img_2394	1	1	1	img_2405	1	1	1	img_2406	1	1	1	img_2409	1	1	1	img_2410	1	1	1	img_2411	1	1	1	img_2444	1	1	1	img_2448	1	1	1	img_2449	1	1	1	img_2450	1	1	1	john	4	16	0.25	monument	15	63	0.238095238	musée	15	6	2.5	pari	15	49	0.306122449	portal	6	17	0.352941176	sculpture	4	68	0.058823529	st	10	35	0.285714286	trumeau	11	2	5.5	virgin	2	9	0.222222222									
31121184@N07	archangel	2	1	2	bare	3	3	1	bearing	1	5	0.2	building	7	73	0.095890411	buildingdetail	9	1	9	canon450dxsi	15	1	15	canonxsi	15	1	15	cathedral	28	85	0.329411765	christianity	15	6	2.5	church	2	39	0.051282051	churche	16	6	2.666666667	cloud	1	22	0.045454545	cologne	41	20	2.05	colour	3	9	0.333333333	coloured	2	2	1	column	1	30	0.033333333	consisting	2	5	0.4	created	3	13	0.230769231	crypt	1	5	0.2	deaf	1	1	1	detail	5	47	0.106382979	deus	1	1	1	deutschland	15	25	0.6	display	3	9	0.333333333	dog	1	5	0.2	dot	2	2	1	europe	15	43	0.348837209	germany	30	56	0.535714286	glass	23	36	0.638888889	god	1	16	0.0625	going	1	18	0.055555556	gothic	1	26	0.038461538	inscription	1	8	0.125	justapose	2	1	2	killed	1	3	0.333333333	köln	15	13	1.153846154	large	1	33	0.03030303	light	17	50	0.34	love	1	21	0.047619048	mayan	1	13	0.076923077	michael
31361169@N05	1978	30	5	6	aerialview	12	2	6	canada	15	16	0.9375	cn	15	20	0.75	cntower	15	19	0.789473684	en.wikipedia.orgwikicn_tower	15	1	15	href	15	119	0.12605042	http:en.wikipedia.orgwikicn_tower	15	2	7.5	kodachrome	15	2	7.5	nofollow	15	83	0.180722892	ontario	30	11	2.727272727	rel	15	83	0.180722892	toronto	30	20	1.5	tower	15	103	0.145631068	ytz	1	1	1																																																																																																					
31363949@N02	1	3	53	0.056603774	100	1	16	0.0625	100th	1	1	1	13	3	28	0.107142857	14	1	28	0.035714286	18	1	23	0.043478261	180	1	1	1	1808	1	4	0.25	1850	1	5	0.2	1858	1	3	0.333333333	1859	1	5	0.2	1880	1	4	0.25	1899	1	1	1	18991900	1	1	1	1900	1	9	0.111111111	1904	1	4	0.25	1920	1	6	0.166666667	1952	1	3	0.333333333	1959	2	2	1	1973	1	2	0.5	1981	1	4	0.25	19th	1	9	0.111111111	2	4	66	0.060606061	20th	1	6	0.166666667	23	1	16	0.0625	28	1	15	0.066666667	292	1	1	1	3	1	59	0.016949153	4	4	43	0.093023256	6	2	34	0.058823529	8	1	23	0.043478261	9	1	20	0.05	abbey	2	11	0.181818182	accurate	1	2	0.5	admiralty	2	1	2	admiraltyextension	1	1	1	aerial	1	4	0.25	amp	1	29	0.034482759	anglepoiselamp	1	1	1	anniversary	1	9	0.111111111	appear
31565409@N05	429	2	1	2	abstract	1	4	0.25	altesmuseum	15	13	1.153846154	bc	2	8	0.25	berlijn	15	2	7.5	black	1	23	0.043478261	circle	1	3	0.333333333	copy	2	8	0.25	deutschland	15	25	0.6	duitsland	15	3	5	e510	15	1	15	geometriegeometry	1	1	1	greek	2	16	0.125	herm	1	1	1	href	1	119	0.008403361	http:www.flickriver.comphotoszeze573843321335	1	1	1	inscribed	1	6	0.166666667	museum	15	67	0.223880597	nofollow	1	83	0.012048193	nominee	1	1	1	olympus	15	5	3	p8096648	1	1	1	p8096649	1	1	1	p8096652	1	1	1	p8096656	1	1	1	p8096659	1	1	1	p8096660	1	1	1	p8096661	1	1	1	p8096662	1	1	1	p8096667	1	1	1	p8096668	1	1	1	p8096669	1	1	1	p8096670	1	1	1	p8096672	1	1	1	p8096678	1	1	1	p8096679	1	1	1	pericle	2	6	0.333333333	plato	1	3	0.333333333	rel	1	83	0.012048193	roman	2	34	0.058823529	sculpted
31915621@N04	10	2	37	0.054054054	101stairborne	2	1	2	12	13	27	0.481481481	17	2	28	0.071428571	1944	15	4	3.75	2	13	66	0.196969697	2.8	2	1	2	26	8	17	0.470588235	2ndarmoureddivision	15	1	15	3rdarmy	15	1	15	50	2	10	0.2	70300vr	2	1	2	82ndairborne	2	1	2	airborne	15	1	15	allamerican	2	1	2	angovilleauplain	15	1	15	arromanche	15	1	15	azeville	15	1	15	batterie	15	1	15	bayeux	15	1	15	beach	15	16	0.9375	beautifully	8	2	4	benouville	15	1	15	bridgecamera	13	1	13	bunker	15	1	15	c47	15	1	15	caen	15	1	15	capdelevi	13	1	13	cemetery	15	4	3.75	chillin	1	1	1	church	15	39	0.384615385	colleville	15	1	15	crisbecq	15	1	15	cross	15	20	0.75	d300	4	4	1	dakota	15	1	15	day	26	51	0.509803922	dday	15	1	15	eglise	15	3	5	flag	15	22	0.681818182	food
32029534@N00	2011	2	23	0.086956522	2012	8	21	0.380952381	2013	8	16	0.5	_blank	1	7	0.142857143	abstract	3	4	0.75	alien	1	2	0.5	art	1	48	0.020833333	artist	3	8	0.375	atrium	2	3	0.666666667	award	6	3	2	barbie	1	1	1	bay	1	13	0.076923077	big	1	32	0.03125	blooming	1	1	1	blow	1	3	0.333333333	blue	1	28	0.035714286	brigg	1	1	1	broken	1	2	0.5	center	30	40	0.75	ceramic	6	4	1.5	city	6	67	0.089552239	civic	30	16	1.875	close	2	27	0.074074074	concrete	3	9	0.333333333	confusing	1	2	0.5	crazy	1	1	1	difference	2	2	1	downtown	1	21	0.047619048	escalator	1	1	1	figure	2	23	0.086956522	fine	1	4	0.25	flower	1	18	0.055555556	francisco	30	20	1.5	fu	1	1	1	fun	1	5	0.2	gay	3	2	1.5	goat	1	3	0.333333333	hall	5	38	0.131578947	hat	1	6	0.166666667	helped	1	7	0.142857143	href
32085032@N00	angkor	30	20	1.5	angkorwat	15	20	0.75	cambodia	15	20	0.75	de.wikipedia.orgwikiangkor_wat	6	1	6	en.wikipedia.orgwikiangkor_wat	6	3	2	geo:lat13411756	1	1	1	geo:lat13412304	1	1	1	geo:lat13412492	1	1	1	geo:lat13412528	1	1	1	geo:lat13412841	2	1	2	geo:lon103860428	1	1	1	geo:lon103863394	1	1	1	geo:lon103864907	1	1	1	geo:lon103866414	1	1	1	geo:lon103866506	1	1	1	geo:lon103866656	1	1	1	geotagged	6	21	0.285714286	href	12	119	0.100840336	http:de.wikipedia.orgwikiangkor_wat	6	1	6	http:en.wikipedia.orgwikiangkor_wat	6	5	1.2	inside	3	55	0.054545455	kambodscha	9	2	4.5	ruin	2	48	0.041666667	siemreap	9	16	0.5625	temple	6	47	0.127659574	wat	15	20	0.75																																																									
32188688@N00	1122	1	1	1	1122ft342m	1	1	1	17	1	28	0.035714286	18200mmf3556gvr	2	2	1	20	1	17	0.058823529	2006	1	21	0.047619048	2007	7	28	0.25	24mm	1	1	1	24mmf28d	1	1	1	30	1	20	0.05	342	1	4	0.25	34am	1	1	1	36am	1	1	1	4	2	43	0.046511628	400	1	7	0.142857143	5	1	41	0.024390244	air	1	15	0.066666667	area	1	38	0.026315789	art	7	48	0.145833333	atop	2	5	0.4	ave	2	3	0.666666667	backdrop	1	1	1	balcony	3	7	0.428571429	base	1	20	0.05	bathurst	1	2	0.5	baystreet	1	1	1	beach	2	16	0.125	best	1	24	0.041666667	better	1	12	0.083333333	birthday	1	5	0.2	bit	1	13	0.076923077	blvd	1	3	0.333333333	boardwalk	2	1	2	bridge	1	34	0.029411765	building	4	73	0.054794521	buildling	1	1	1	bulk	1	1	1	business	3	4	0.75	buy	1	3	0.333333333	camera	9	26	0.346153846	celsius
32345112@N00	02	6	10	0.6	03	10	9	1.111111111	04	1	12	0.083333333	06	1	12	0.083333333	07	15	7	2.142857143	08	1	8	0.125	10	1	37	0.027027027	13	6	28	0.214285714	14	6	28	0.214285714	15th	1	4	0.25	18	1	23	0.043478261	2011	15	23	0.652173913	22	4	18	0.222222222	23	2	16	0.125	28	1	15	0.066666667	30	1	20	0.05	32	1	6	0.166666667	36	2	6	0.333333333	37	1	5	0.2	40	2	6	0.333333333	41	1	5	0.2	42	1	4	0.25	49	1	3	0.333333333	50	2	10	0.2	51	2	7	0.285714286	52	1	6	0.166666667	54	1	4	0.25	56	1	3	0.333333333	57	2	3	0.666666667	59	1	3	0.333333333	age	1	11	0.090909091	amien	18	20	0.9	beautiful	1	23	0.043478261	belle	15	3	5	building	1	73	0.01369863	cathedral	18	85	0.211764706	churche	1	6	0.166666667	crossing	2	9	0.222222222	daylight	1	2	0.5	detail	1	47	0.021276596	elaborate
32398343@N00	cathedral	30	85	0.352941176	cologne	45	20	2.25	koln	15	3	5																																																																																																																																																					
32685134@N08	angkor	45	20	2.25	angkorwat	15	20	0.75	cambodia	15	20	0.75	complex	15	16	0.9375	cybershot	15	1	15	digitalcamera	15	1	15	dsc	15	1	15	dscw300	15	1	15	en.wikipedia.orgwikiangkor_wat	15	3	5	hindu	30	11	2.727272727	href	15	119	0.12605042	http:en.wikipedia.orgwikiangkor_wat	15	5	3	khmer	15	7	2.142857143	largest	30	25	1.2	monument	15	63	0.238095238	nofollow	15	83	0.180722892	rel	15	83	0.180722892	religion	15	7	2.142857143	religious	30	12	2.5	religiousmonument	15	1	15	siemreap	15	16	0.9375	sony	15	5	3	sonydscw300	15	1	15	southeastasia	15	3	5	temple	30	47	0.638297872	wat	30	20	1.5																																																									
32762124@N00	01may07	10	1	10	1	14	53	0.264150943	1demayo	14	1	14	2006	9	21	0.428571429	2007	20	28	0.714285714	2009	1	29	0.034482759	adaywithoutimmigrant	4	1	4	boring	1	2	0.5	california	25	30	0.833333333	christi	10	2	5	city	1	67	0.014925373	cityhall	14	6	2.333333333	civiccenter	15	13	1.153846154	day	32	51	0.62745098	dilo	1	2	0.5	dilosept06	1	1	1	dopplr:explore05a1	1	1	1	fest	2	3	0.666666667	flag	8	22	0.363636364	francisco	26	20	1.3	hall	1	38	0.026315789	immigrant	18	2	9	immigrantmarch	4	1	4	immigrantrally	4	1	4	immigration	34	1	34	immigrationmarch	10	1	10	immigrationprotest	10	1	10	immigrationrally	10	1	10	international	14	8	1.75	internationalworkersday	14	1	14	love	3	21	0.142857143	lovefest	1	4	0.25	loveparade	1	2	0.5	lovevolution	2	2	1	march	18	17	1.058823529	may0107	10	1	10	may1	14	1	14	mayday	14	1	14	morale	1	1	1	parade	2	4	0.5	party
32884031@N07	arc	15	22	0.681818182	arc_de_triomphe_008	1	1	1	arc_de_triomphe_009	1	1	1	arc_de_triomphe_017	1	1	1	arc_de_triomphe_025	1	1	1	arc_de_triomphe_032	1	1	1	arc_de_triomphe_035	1	1	1	arc_de_triomphe_050	1	1	1	arc_de_triomphe_051	1	1	1	arc_de_triomphe_053	1	1	1	arc_de_triomphe_054	1	1	1	arc_de_triomphe_056	1	1	1	arc_de_triomphe_058	1	1	1	arc_de_triomphe_061	1	1	1	arc_de_triomphe_067	1	1	1	arc_de_triomphe_073	1	1	1	arcdetriomphe	15	17	0.882352941	de	15	134	0.111940299	napoléon	15	4	3.75	pari	15	49	0.306122449	soldatinconnu	15	1	15	triomphe	15	21	0.714285714																																																																									
32934461@N00	cn	15	20	0.75	cntower	15	19	0.789473684	toronto	15	20	0.75	tower	15	103	0.145631068																																																																																																																																																	
33037982@N04	amatller	1	1	1	apartment	1	5	0.2	barcelona	15	20	0.75	batllo	1	13	0.076923077	battlo	14	1	14	building	2	73	0.02739726	canada	15	16	0.9375	casa	16	47	0.340425532	casaamatller	1	1	1	casabatllo	15	11	1.363636364	catalonia	1	3	0.333333333	christma	1	9	0.111111111	cn	15	20	0.75	cntower	15	19	0.789473684	coffee	1	2	0.5	dayone	15	1	15	door	1	32	0.03125	eixample	15	3	5	elevator	6	7	0.857142857	fireplace	1	6	0.166666667	front	1	52	0.019230769	gaudi	15	12	1.25	glass	1	36	0.027777778	guarding	1	2	0.5	hanging	1	5	0.2	img_8093	1	1	1	img_8121	1	1	1	img_8126	1	1	1	img_8136	1	1	1	img_8191	1	1	1	kay	1	1	1	left	1	38	0.026315789	leonoraenking	1	1	1	light	1	50	0.02	lower	1	12	0.083333333	mirror	1	7	0.142857143	moose	1	1	1	mountie	1	1	1	museum	1	67	0.014925373	ontario	15	11	1.363636364	passeigdegracia
33195821@N00	amp	4	29	0.137931034	barcelona	14	20	0.7	batllo	1	13	0.076923077	batlló	3	9	0.333333333	casa	3	47	0.063829787	casabatlló	14	10	1.4	catalunya	14	5	2.8	cataluña	14	3	4.666666667	españa	14	4	3.5	europe	14	43	0.325581395	gaudí	14	6	2.333333333	geo:lat41390892	1	1	1	geo:lat41390904	1	1	1	geo:lon2166125	1	1	1	geo:lon2166528	1	1	1	geotagged	2	21	0.095238095	google	2	1	2	href	3	119	0.025210084	http:seber.tumblr.compost548314844casa	1	1	1	http:www.robogeo.comflickr2map	2	1	2	img_5573	1	1	1	img_5574	1	1	1	img_5578	1	1	1	img_5579	1	1	1	img_5583	1	1	1	img_5586	1	1	1	img_5590	1	1	1	img_5593	1	1	1	img_5596	1	1	1	img_5599	1	1	1	img_5614	1	1	1	jpg	11	10	1.1	map	2	13	0.153846154	nofollow	1	83	0.012048193	photo	2	68	0.029411765	rel	1	83	0.012048193	seber'	1	1	1	spain	14	18	0.777777778	tiseb	1	1	1	tumblr	2	1	2	typemap
33646230@N03	altar	15	19	0.789473684	ara	15	14	1.071428571	arapacisaugustae	15	2	7.5	augustae	15	5	3	augustus	15	9	1.666666667	fotocompetition	1	2	0.5	fotocompetitionbronze	1	2	0.5	paci	15	16	0.9375	peace	15	16	0.9375	roma	15	22	0.681818182	rome	30	40	0.75																																																																																																																					
33852840@N06	80	15	17	0.882352941	amien	30	20	1.5	cathedral	15	85	0.176470588	cathedrale	15	2	7.5	leu	15	1	15	quartier	15	2	7.5	somme	15	4	3.75	st	15	35	0.428571429	stleu	15	1	15																																																																																																																													
33962113@N02	ailafm	15	1	15	america	15	12	1.25	annika	15	1	15	apple	2	1	2	arrival	2	4	0.5	attraction	13	10	1.3	bay	2	13	0.153846154	belvedere	13	1	13	bus	2	14	0.142857143	cab	2	4	0.5	cafe	2	3	0.666666667	canada	15	16	0.9375	canadian	13	4	3.25	canon	2	16	0.125	cart	2	3	0.666666667	center	2	40	0.05	centre	2	28	0.071428571	city	2	67	0.029850746	cn	30	20	1.5	construction	2	32	0.0625	crossing	2	9	0.222222222	district	2	10	0.2	dixhuit	15	1	15	dog	2	5	0.4	downtown	2	21	0.095238095	du	1	27	0.037037037	dunda	2	3	0.666666667	eaton	2	2	1	elevator	13	7	1.857142857	elgin	2	2	1	financial	2	3	0.666666667	floor	13	21	0.619047619	garden	2	44	0.045454545	gift	13	10	1.3	glass	13	36	0.361111111	hampm	2	1	2	hard	2	10	0.2	horizon	13	5	2.6	hot	2	8	0.25	ingrid	15	1	15	mall
34073237@N04	12th	29	7	4.142857143	175day	2	1	2	175days.no	60	1	60	activity	1	2	0.5	agra	92	20	4.6	agrafort	15	15	1	angkor	70	20	3.5	angkorwat	15	20	0.75	appearing	12	4	3	architecture	28	70	0.4	army	1	8	0.125	aroundtheworld	2	1	2	asia	2	14	0.142857143	attraction	12	10	1.2	backpacker	2	2	1	backpacking	2	3	0.666666667	beautiful	16	23	0.695652174	best	12	24	0.5	bestof	4	2	2	big	1	32	0.03125	buddhist	12	9	1.333333333	building	1	73	0.01369863	built	14	50	0.28	cambodia	39	20	1.95	cambodian	15	1	15	capital	14	20	0.7	centre	12	28	0.428571429	century	29	36	0.805555556	check	30	9	3.333333333	city	14	67	0.208955224	classical	12	12	1	climax	1	1	1	complex	12	16	0.75	construction	15	32	0.46875	country'	12	4	3	culture	15	12	1.25	dedicated	12	17	0.705882353	definite	1	1	1	design	1	28	0.035714286	detail	5	47	0.106382979	early
34181382@N07	374	1	2	0.5	381	1	1	1	382	1	1	1	388	1	1	1	391	1	1	1	396	1	1	1	397	1	1	1	398	1	2	0.5	399	1	2	0.5	400	1	7	0.142857143	401	1	1	1	405	1	1	1	414	1	1	1	416	1	1	1	418	1	1	1	brazil	15	17	0.882352941	christtheredeemer	15	13	1.153846154	rio	15	19	0.789473684	riodejaneiro	15	15	1	sugarloaf	15	5	3																																																																																	
34186459@N00	2011	15	23	0.652173913	canonef85mmf18usm	15	1	15	christma	15	9	1.666666667	civiccenter	15	13	1.153846154	francisco	15	20	0.75	san	15	62	0.241935484	sanfrancisco	15	17	0.882352941	sanfrancisco2011santacon	15	1	15	santacon	15	1	15	santacon2011	15	1	15	santarchy2011	15	1	15	sf	15	8	1.875																																																																																																																	
34199068@N00	2008	15	23	0.652173913	argentina	1	19	0.052631579	img_6216	1	1	1	img_6217	1	1	1	img_6218	1	1	1	img_6219	1	1	1	img_6220	1	1	1	img_6222	1	1	1	img_6224	1	1	1	img_6225	1	1	1	img_6226	1	1	1	img_6234	1	1	1	img_6237	1	1	1	img_6242	1	1	1	img_6244	1	1	1	img_6247	1	1	1	img_6252	1	1	1	italy	15	31	0.483870968	meier	3	3	1	museodellarapaci	15	2	7.5	photoed	1	1	1	richardmeier	15	5	3	roma	1	22	0.045454545	rome	15	40	0.375	summer	15	17	0.882352941	thudeptofarchitectureinrome	15	1	15	一	9	5	1.8	上	1	3	0.333333333	下	6	2	3	久	1	1	1	也	2	3	0.666666667	了	5	3	1.666666667	亮	1	2	0.5	人	4	5	0.8	今	1	1	1	以	1	3	0.333333333	伯	1	1	1	似	1	2	0.5	作	2	2	1	來	3	1	3	便
34211328@N00	barely	1	2	0.5	barrier	1	2	0.5	build	1	7	0.142857143	centreisland	1	1	1	cn	10	20	0.5	cntower	10	19	0.526315789	crane	1	4	0.25	distillerydistrict	1	1	1	downtown	2	21	0.095238095	fence	2	4	0.5	foot	1	12	0.083333333	g20	2	1	2	giant	1	15	0.066666667	graffitialley	1	1	1	hide	1	1	1	icon	1	8	0.125	island	1	17	0.058823529	lad	1	2	0.5	lemon	1	1	1	lemonade	1	1	1	life	1	19	0.052631579	lighting	1	9	0.111111111	locomotive	1	1	1	malting	1	1	1	measure	1	6	0.166666667	meet	1	4	0.25	nottopw	1	1	1	photowalk	5	1	5	queensquay	2	1	2	reason	1	6	0.166666667	removed	1	6	0.166666667	roundhouse	1	2	0.5	safety	2	3	0.666666667	shooting	1	2	0.5	stand	1	23	0.043478261	station	1	22	0.045454545	steamwhistle	1	1	1	sundial	1	4	0.25	system	1	12	0.083333333	taller	1	2	0.5	top
34218236@N00	barcelona	15	20	0.75	batllo	15	13	1.153846154	casa	15	47	0.319148936	casabatllo	15	11	1.363636364	cavedio	1	1	1	gaudi	15	12	1.25	il	2	10	0.2	solaio	1	1	1	spain	15	18	0.833333333	travel	15	35	0.428571429																																																																																																																									
34358289@N08	2012	15	21	0.714285714	22	15	18	0.833333333	amien	30	20	1.5	cathedral	15	85	0.176470588	cathédrale	15	10	1.5	janvier	15	2	7.5	nord	15	4	3.75	picardie	15	5	3	somme	15	4	3.75																																																																																																																													
34427470616@N01	angel	30	27	1.111111111	angelofthenorth	15	13	1.153846154	antonygormley	15	6	2.5	en.wikipedia.orgwikiangel_of_the_north	15	1	15	gateshead	15	14	1.071428571	href	30	119	0.25210084	http:en.wikipedia.orgwikiangel_of_the_north	15	2	7.5	http:www.bbc.co.uktyneplacesangel_at_10	15	1	15	north	15	64	0.234375	sculpture	15	68	0.220588235	www.bbc.co.uktyneplacesangel_at_10	15	1	15																																																																																																																					
34507951@N07	civiccenter	15	13	1.153846154	d700	15	1	15	dance	15	5	3	fest	15	3	5	francisco	30	20	1.5	love	30	21	1.428571429	lovefest	15	4	3.75	loveparade	15	2	7.5	music	15	12	1.25	parade	15	4	3.75	party	15	12	1.25	san	30	62	0.483870968	sanfrancisco	15	17	0.882352941	theunitedstatesofamerica	15	1	15	unplaza	15	1	15	upcoming:event467888	15	1	15																																																																																																	
34591700@N03	architecture	15	70	0.214285714	area	15	38	0.394736842	art	15	48	0.3125	association	1	3	0.333333333	automobile	1	2	0.5	autumn	15	6	2.5	baybridge	15	1	15	beach	15	16	0.9375	bird	15	16	0.9375	blue	15	28	0.535714286	building	16	73	0.219178082	california	19	30	0.633333333	canon	15	16	0.9375	car	15	16	0.9375	castro	15	1	15	center	4	40	0.1	centre	11	28	0.392857143	city	19	67	0.28358209	civic	15	16	0.9375	cloud	15	22	0.681818182	color	15	15	1	design	15	28	0.535714286	edwardian	15	2	7.5	fall	15	14	1.071428571	flower	15	18	0.833333333	francisco	34	20	1.7	gay	15	2	7.5	geotagged	15	21	0.714285714	goldengatebridge	15	1	15	graffiti	15	5	3	green	15	17	0.882352941	hall	4	38	0.105263158	harvey	15	4	3.75	house	15	52	0.288461538	instagramapp	15	1	15	iphone	15	5	3	iphoneography	15	1	15	landscape	15	14	1.071428571	left	1	38	0.026315789	light	15	50	0.3	milk
34708734@N00	01	2	10	0.2	02	3	10	0.3	03	2	9	0.222222222	04	1	12	0.083333333	05	2	7	0.285714286	06	1	12	0.083333333	07	1	7	0.142857143	09	1	6	0.166666667	10	1	37	0.027027027	4mp	2	1	2	5mp	12	1	12	6mp	1	1	1	aberta	1	1	1	aerial	4	4	1	air	4	15	0.266666667	alerta	4	1	4	alvo	4	1	4	ameaçador	5	1	5	ammodump	1	1	1	ammunitioncompound	1	1	1	ammunitiondepot	1	1	1	ammunitiondump	1	1	1	ante	8	2	4	apareceu	4	1	4	approaching	4	4	1	aproximando	4	1	4	apó	4	1	4	ar	4	3	1.333333333	arma	6	2	3	armory	1	2	0.5	atrasando	4	1	4	augustine	12	11	1.090909091	aumentava	4	1	4	autoretrato	2	1	2	autorretrato	2	1	2	aérea	4	1	4	aúltima	4	1	4	banco	2	3	0.666666667	barrel	2	4	0.5	barri	1	1	1	barril
35034351734@N01	ancient	1	37	0.027027027	bath	4	3	1.333333333	bathing	3	1	3	beauty	1	4	0.25	board	1	4	0.25	building	1	73	0.01369863	cabinet	3	1	3	casa	6	47	0.127659574	casadelsol	1	2	0.5	castle	16	42	0.380952381	castle'	2	2	1	chest	2	2	1	column	2	30	0.066666667	courtyard	1	10	0.1	del	3	16	0.1875	diving	1	2	0.5	door	2	32	0.0625	edge	1	9	0.111111111	entrance	3	47	0.063829787	fountain	2	14	0.142857143	foursquare:venue344156	15	1	15	gilded	2	4	0.5	gothic	1	26	0.038461538	grande	3	12	0.25	guard	2	7	0.285714286	guarding	1	2	0.5	guest	2	6	0.333333333	hall	1	38	0.026315789	hearst	18	20	0.9	hearstcastle	15	19	0.789473684	house	2	52	0.038461538	inside	1	55	0.018181818	kiss	2	3	0.666666667	kissing	1	3	0.333333333	main	4	32	0.125	mix	1	2	0.5	neptune	7	4	1.75	neptunepool	2	3	0.666666667	ornate	2	9	0.222222222	pool	10	15	0.666666667	reclining
35034364750@N01	2007	15	28	0.535714286	alte	12	23	0.52173913	altemuseum	7	1	7	altesmuseum	8	13	0.615384615	berlin	15	65	0.230769231	ceiling	2	22	0.090909091	dome	2	11	0.181818182	donkey	1	2	0.5	egyptian	2	9	0.222222222	entryway	2	3	0.666666667	figure	1	23	0.043478261	front	1	52	0.019230769	germany	15	56	0.267857143	leg	1	5	0.2	lot	1	20	0.05	museum	12	67	0.179104478	papyrus	1	4	0.25	statue	3	86	0.034883721	step	1	22	0.045454545																																																																																					
35045382@N00	1	1	53	0.018867925	10	1	37	0.027027027	13	1	28	0.035714286	15	1	23	0.043478261	17	1	28	0.035714286	2	2	66	0.03030303	6	1	34	0.029411765	9	1	20	0.05	alban	10	3	3.333333333	aztec	15	18	0.833333333	bar	3	7	0.428571429	chiapa	10	1	10	dazed	2	1	2	fire	1	11	0.090909091	gonna	1	1	1	hippy	1	1	1	mayan	15	13	1.153846154	mexico	15	31	0.483870968	monte	10	4	2.5	oaxaca	15	4	3.75	palenque	19	1	19	realise	1	1	1	ruin	15	48	0.3125	temple	20	47	0.425531915	watching	1	5	0.2	you're	1	7	0.142857143																																																									
35138223@N08	bridge	1	34	0.029411765	christ	16	23	0.695652174	christtheredeemer	15	13	1.153846154	corcovado	29	7	4.142857143	cristo	8	5	1.6	cristoredentor	15	3	5	de	1	134	0.007462687	detail	2	47	0.042553191	elevator	1	7	0.142857143	janeiro	1	12	0.083333333	niteroy	1	1	1	redeemer	16	16	1	redentor	8	4	2	rio	1	19	0.052631579	riodejaneiro	15	15	1	view	12	117	0.102564103																																																																																																	
35149028@N02	brandenburg	15	23	0.652173913	brandenburger	15	8	1.875	brandenburgertor	15	8	1.875	gate	15	38	0.394736842	thebrandenburggate	15	1	15	tor	15	9	1.666666667																																																																																																																																									
35150094@N04	1	1	53	0.018867925	10092010	1	1	1	11	1	27	0.037037037	110	1	4	0.25	1102331	1	1	1	13	9	28	0.321428571	14	1	28	0.035714286	16	1	21	0.047619048	17	1	28	0.035714286	2	2	66	0.03030303	2006	3	21	0.142857143	2007	2	28	0.071428571	2009	7	29	0.24137931	2010	1	26	0.038461538	2011	6	23	0.260869565	23	4	16	0.25	31	4	7	0.571428571	5	1	41	0.024390244	6	1	34	0.029411765	7	1	22	0.045454545	9	9	20	0.45	altar	2	19	0.105263158	ann	1	3	0.333333333	ara	37	14	2.642857143	august	2	13	0.153846154	bc	8	8	1	ben	1	22	0.045454545	ben_demey.jpg	2	1	2	bluffton	1	1	1	chri	1	4	0.25	color	4	15	0.266666667	colored	1	6	0.166666667	colori	4	1	4	commons.wikimedia.orgwikifile:ara_paci	1	1	1	commons.wikimedia.orgwikifile:ara_pacis_altar.jpg	1	1	1	commons.wikimedia.orgwikifile:ara_pacis_fregio_lato_ove	1	1	1	commons.wikimedia.orgwikifile:ara_pacis_rom.jpg	1	1	1	commons.wikimedia.orgwikifile:arapacisfullfrontal2	1	1	1	commons.wikimedia.orgwikifile:roma6705	1	1	1	corner	2	21	0.095238095	danjp
